,location,total_sqft,bath,price,bhk,price_per_feet
8466,other,1800.0,3.0,70.0,3.0,3888.8888888888887
8467,other,925.0,2.0,42.0,2.0,4540.540540540541
8468,other,1230.0,2.0,57.0,2.0,4634.1463414634145
8469,other,1260.0,1.0,41.0,1.0,3253.968253968254
8470,other,1200.0,2.0,125.0,2.0,10416.666666666666
8471,other,1270.0,2.0,175.0,4.0,13779.527559055117
8472,other,1200.0,3.0,130.0,3.0,10833.333333333334
8473,other,3595.0,6.0,360.0,4.0,10013.908205841446
8474,other,1100.0,2.0,39.5,2.0,3590.909090909091
8475,other,3100.0,5.0,385.0,4.0,12419.354838709678
8476,other,1219.0,2.0,40.0,2.0,3281.3781788351107
8477,other,1200.0,4.0,150.0,4.0,12500.0
8478,other,3259.0,3.0,270.0,3.0,8284.749923289353
8479,other,3200.0,3.0,190.0,4.0,5937.5
8480,other,970.0,2.0,40.0,2.0,4123.711340206186
8481,other,596.0,1.0,42.0,1.0,7046.979865771812
8482,other,10000.0,16.0,550.0,16.0,5500.0
8483,other,1200.0,4.0,110.0,4.0,9166.666666666666
8484,other,1910.0,3.0,190.0,3.0,9947.643979057591
8485,other,1405.0,2.0,70.0,3.0,4982.20640569395
8486,other,1800.0,3.0,65.0,3.0,3611.1111111111113
8487,other,1750.0,3.0,149.0,3.0,8514.285714285714
8488,other,1360.0,2.0,65.0,3.0,4779.411764705882
8489,other,985.0,2.0,63.0,2.0,6395.9390862944165
8490,other,1300.0,2.0,129.0,2.0,9923.076923076924
8491,other,1490.0,2.0,88.0,3.0,5906.040268456376
8492,other,620.0,1.0,25.0,2.0,4032.2580645161293
8493,other,4428.0,4.0,255.0,4.0,5758.807588075881
8494,other,1301.0,2.0,55.0,2.0,4227.517294388932
8495,other,650.0,1.0,30.0,1.0,4615.384615384615
8496,other,1500.0,2.0,89.99,3.0,5999.333333333333
8497,other,1350.0,4.0,145.0,4.0,10740.74074074074
8498,other,910.0,1.0,42.0,1.0,4615.384615384615
8499,other,1250.0,3.0,39.0,3.0,3120.0
8500,other,2000.0,3.0,85.0,3.0,4250.0
8501,other,532.0,1.0,22.49,1.0,4227.443609022556
8502,other,1060.0,3.0,62.0,3.0,5849.056603773585
8503,other,902.0,2.0,42.0,2.0,4656.319290465632
8504,other,1550.0,2.0,160.0,2.0,10322.58064516129
8505,other,1374.0,2.0,70.0,3.0,5094.614264919942
8506,other,2145.0,4.0,125.0,4.0,5827.505827505827
8507,other,1080.0,2.0,55.0,2.0,5092.592592592592
8508,other,1000.0,2.0,80.0,2.0,8000.0
8509,other,1240.0,2.0,52.6,2.0,4241.935483870968
8510,other,1500.0,2.0,97.0,3.0,6466.666666666667
8511,other,1865.0,4.0,140.0,3.0,7506.702412868633
8512,other,1200.0,2.0,49.0,2.0,4083.3333333333335
8513,other,3500.0,4.0,245.0,4.0,7000.0
8514,other,1203.0,2.0,59.86,2.0,4975.893599334996
8515,other,1600.0,3.0,76.0,3.0,4750.0
8516,other,1134.0,2.0,40.0,2.0,3527.336860670194
8517,other,1320.0,2.0,73.0,3.0,5530.30303030303
8518,other,2150.0,6.0,205.0,6.0,9534.883720930233
8519,other,1100.0,2.0,56.1,2.0,5100.0
8520,other,2400.0,5.0,120.0,5.0,5000.0
8521,other,675.0,3.0,52.0,2.0,7703.7037037037035
8522,other,1801.0,3.0,139.0,3.0,7717.9344808439755
8523,other,1350.0,2.0,65.0,3.0,4814.814814814815
8524,other,2990.0,4.0,324.0,4.0,10836.120401337792
8525,other,2400.0,2.0,160.0,2.0,6666.666666666667
8526,other,1250.0,3.0,40.0,3.0,3200.0
8527,other,1150.0,2.0,75.0,2.0,6521.739130434783
8528,other,1200.0,3.0,165.0,3.0,13750.0
8529,other,1400.0,2.0,62.0,3.0,4428.571428571428
8530,other,1488.0,2.0,60.0,3.0,4032.2580645161293
8531,other,4500.0,9.0,166.0,9.0,3688.8888888888887
8532,other,1853.0,3.0,82.0,3.0,4425.256341068538
8533,other,861.0,2.0,35.0,2.0,4065.040650406504
8534,other,1256.0,2.0,62.8,2.0,5000.0
8535,other,1390.0,2.0,80.0,3.0,5755.395683453237
8536,other,1550.0,2.0,90.0,3.0,5806.451612903225
8537,other,1310.0,2.0,37.83,3.0,2887.7862595419847
8538,other,1080.0,2.0,39.0,2.0,3611.1111111111113
8539,other,1500.0,4.0,110.0,4.0,7333.333333333333
8540,other,1531.0,3.0,72.0,3.0,4702.808621815807
8541,other,1839.0,3.0,165.0,3.0,8972.26753670473
8542,other,1200.0,2.0,55.0,2.0,4583.333333333333
8543,other,900.0,2.0,70.0,2.0,7777.777777777777
8544,other,1200.0,6.0,70.0,4.0,5833.333333333333
8545,other,1500.0,3.0,149.0,3.0,9933.333333333334
8546,other,1650.0,2.0,52.0,3.0,3151.5151515151515
8547,other,1100.0,2.0,38.0,2.0,3454.5454545454545
8548,other,750.0,2.0,50.0,1.0,6666.666666666667
8549,other,600.0,3.0,75.0,2.0,12500.0
8550,other,1605.0,2.0,85.0,3.0,5295.95015576324
8551,other,1205.0,2.0,60.0,2.0,4979.253112033195
8552,other,1200.0,3.0,46.14,2.0,3845.0
8553,other,1500.0,1.0,19.5,1.0,1300.0
8554,other,1125.0,2.0,44.0,2.0,3911.1111111111113
8555,other,1200.0,2.0,70.0,2.0,5833.333333333333
8556,other,1200.0,2.0,160.0,2.0,13333.333333333334
8557,other,1904.0,3.0,155.0,3.0,8140.756302521008
8558,other,2770.0,4.0,315.0,3.0,11371.841155234657
8559,other,813.0,1.0,39.0,1.0,4797.047970479704
8560,other,3884.0,4.0,240.0,4.0,6179.196704428425
8561,other,4750.0,2.0,120.0,4.0,2526.315789473684
8562,other,1630.0,2.0,97.78,3.0,5998.773006134969
8563,other,1090.0,2.0,36.0,2.0,3302.7522935779816
8564,other,2425.0,4.0,173.0,4.0,7134.020618556701
8565,other,1150.0,2.0,56.0,2.0,4869.565217391304
8566,other,1141.0,2.0,49.0,2.0,4294.478527607362
8567,other,936.0,2.0,43.0,2.0,4594.017094017094
8568,other,1280.0,2.0,75.0,2.0,5859.375
8569,other,735.0,1.0,75.0,1.0,10204.081632653062
8570,other,500.0,1.0,24.0,1.0,4800.0
8571,other,1100.0,2.0,50.0,2.0,4545.454545454545
8572,other,1200.0,4.0,145.0,3.0,12083.333333333334
8573,other,1200.0,2.0,100.0,2.0,8333.333333333334
8574,other,1200.0,3.0,160.0,3.0,13333.333333333334
8575,other,1265.0,2.0,82.0,3.0,6482.213438735178
8576,other,3200.0,5.0,150.0,4.0,4687.5
8577,other,1196.0,2.0,56.81,2.0,4750.0
8578,other,1850.0,3.0,98.0,3.0,5297.2972972972975
8579,other,2360.0,4.0,150.0,4.0,6355.932203389831
8580,other,1030.0,2.0,77.25,2.0,7500.0
8581,other,1512.0,1.0,65.01,2.0,4299.603174603175
8582,other,2000.0,3.0,160.0,3.0,8000.0
8583,other,1575.0,3.0,93.0,3.0,5904.761904761905
8584,other,1300.0,2.0,70.0,3.0,5384.615384615385
8585,other,975.0,2.0,50.0,2.0,5128.205128205128
8586,other,1380.0,2.0,75.0,2.0,5434.782608695652
8587,other,5800.0,5.0,80.0,5.0,1379.3103448275863
8588,other,1000.0,2.0,45.0,2.0,4500.0
8589,other,3000.0,5.0,100.0,4.0,3333.3333333333335
8590,other,1080.0,2.0,45.0,2.0,4166.666666666667
8591,other,3100.0,3.0,250.0,3.0,8064.5161290322585
8592,other,1190.0,2.0,100.0,2.0,8403.361344537816
8593,other,1827.0,3.0,100.0,3.0,5473.453749315819
8594,other,1500.0,3.0,95.0,3.0,6333.333333333333
8595,other,1180.0,2.0,63.0,2.0,5338.983050847458
8596,other,1300.0,3.0,47.0,3.0,3615.3846153846152
8597,other,1155.0,2.0,60.0,3.0,5194.805194805195
8598,other,1540.0,3.0,68.0,3.0,4415.584415584415
8599,other,1206.0,2.0,38.5,2.0,3192.3714759535656
8600,other,1645.0,3.0,95.0,3.0,5775.075987841945
8601,other,1200.0,4.0,140.0,4.0,11666.666666666666
8602,other,1200.0,2.0,55.0,3.0,4583.333333333333
8603,other,1161.0,2.0,36.69,2.0,3160.206718346253
8604,other,1097.0,2.0,65.0,2.0,5925.2506836827715
8605,other,1600.0,3.0,165.0,4.0,10312.5
8606,other,620.0,2.0,22.0,2.0,3548.3870967741937
8607,other,900.0,2.0,110.0,2.0,12222.222222222223
8608,other,1200.0,2.0,125.0,2.0,10416.666666666666
8609,other,1355.0,2.0,75.0,2.0,5535.055350553505
8610,other,2000.0,3.0,85.0,3.0,4250.0
8611,other,7500.0,4.0,900.0,4.0,12000.0
8612,other,1280.0,2.0,49.75,2.0,3886.71875
8613,other,4200.0,1.0,160.0,2.0,3809.5238095238096
8614,other,4104.0,4.0,360.0,4.0,8771.929824561403
8615,other,1215.0,2.0,49.85,2.0,4102.880658436214
8616,other,1076.0,2.0,52.0,2.0,4832.71375464684
8617,other,2080.0,2.0,150.0,2.0,7211.538461538462
8618,other,1505.0,2.0,90.0,2.0,5980.066445182724
8619,other,1200.0,3.0,95.75,3.0,7979.166666666667
8620,other,1810.0,4.0,148.0,3.0,8176.795580110497
8621,other,1250.0,2.0,39.0,2.0,3120.0
8622,other,1530.0,2.0,97.0,3.0,6339.869281045751
8623,other,1500.0,3.0,70.0,3.0,4666.666666666667
8624,other,2000.0,5.0,80.0,4.0,4000.0
8625,other,1410.0,2.0,45.12,3.0,3200.0
8626,other,2000.0,3.0,85.0,3.0,4250.0
8627,other,1500.0,2.0,130.0,3.0,8666.666666666666
8628,other,1600.0,3.0,72.0,3.0,4500.0
8629,other,2100.0,6.0,71.0,6.0,3380.9523809523807
8630,other,2500.0,3.0,75.0,3.0,3000.0
8631,other,1400.0,2.0,80.0,2.0,5714.285714285715
8632,other,1533.0,3.0,150.0,3.0,9784.735812133073
8633,other,1100.0,2.0,38.0,2.0,3454.5454545454545
8634,other,3730.0,6.0,450.0,4.0,12064.343163538873
8635,other,745.0,2.0,50.0,2.0,6711.4093959731545
8636,other,1460.0,3.0,70.0,3.0,4794.520547945205
8637,other,1355.0,2.0,95.0,2.0,7011.070110701107
8638,other,833.0,1.0,49.0,1.0,5882.35294117647
8639,other,1037.0,2.0,36.28,2.0,3498.553519768563
8640,other,3000.0,5.0,270.0,4.0,9000.0
8641,other,1220.0,2.0,68.0,2.0,5573.770491803279
8642,other,3811.0,3.0,475.0,4.0,12463.920230910522
8643,other,1545.0,3.0,85.0,3.0,5501.6181229773465
8644,other,780.0,2.0,35.0,2.0,4487.179487179487
8645,other,1350.0,2.0,110.0,2.0,8148.148148148148
8646,other,1350.0,2.0,41.0,2.0,3037.037037037037
8647,other,1200.0,2.0,68.0,3.0,5666.666666666667
8648,other,1150.0,2.0,49.0,2.0,4260.869565217391
8649,other,2000.0,4.0,180.0,5.0,9000.0
8650,other,1096.0,2.0,48.0,2.0,4379.56204379562
8651,other,1094.0,2.0,44.0,2.0,4021.9378427787933
8652,other,1100.0,2.0,49.0,2.0,4454.545454545455
8653,other,1280.0,4.0,115.0,4.0,8984.375
8654,other,1200.0,3.0,85.0,3.0,7083.333333333333
8655,other,1086.0,2.0,47.5,2.0,4373.848987108656
8656,other,1655.0,3.0,155.0,3.0,9365.558912386707
8657,other,1150.0,2.0,74.0,2.0,6434.782608695652
8658,other,1440.0,3.0,65.8,3.0,4569.444444444444
8659,other,1200.0,2.0,108.0,3.0,9000.0
8660,other,1200.0,2.0,75.0,2.0,6250.0
8661,other,1225.0,3.0,60.0,3.0,4897.959183673469
8662,other,1550.0,2.0,60.0,3.0,3870.967741935484
8663,other,1650.0,3.0,75.0,3.0,4545.454545454545
8664,other,1113.0,2.0,46.0,2.0,4132.973944294699
8665,other,1500.0,2.0,203.0,2.0,13533.333333333334
8666,other,1800.0,2.0,72.0,3.0,4000.0
8667,other,1350.0,4.0,85.0,4.0,6296.2962962962965
8668,other,4500.0,9.0,500.0,9.0,11111.111111111111
8669,other,935.0,2.0,32.73,2.0,3500.5347593582883
8670,other,2500.0,5.0,120.0,5.0,4800.0
8671,other,1550.0,3.0,160.0,3.0,10322.58064516129
8672,other,1140.0,2.0,52.0,2.0,4561.403508771929
8673,other,1050.0,2.0,40.0,2.0,3809.5238095238096
8674,other,1758.0,3.0,95.0,3.0,5403.86803185438
8675,other,3179.0,5.0,351.0,4.0,11041.207927021076
8676,other,909.0,2.0,40.0,3.0,4400.4400440044
8677,other,1200.0,3.0,85.0,2.0,7083.333333333333
8678,other,1200.0,2.0,34.0,2.0,2833.3333333333335
8679,other,1800.0,3.0,140.0,3.0,7777.777777777777
8680,other,1000.0,2.0,48.0,2.0,4800.0
8681,other,1095.0,2.0,38.52,2.0,3517.8082191780827
8682,other,3900.0,4.0,333.0,4.0,8538.461538461539
8683,other,2400.0,4.0,200.0,3.0,8333.333333333334
8684,other,1645.0,3.0,87.5,3.0,5319.148936170212
8685,other,1252.0,2.0,55.0,2.0,4392.97124600639
8686,other,2600.0,3.0,140.0,3.0,5384.615384615385
8687,other,950.0,2.0,60.0,2.0,6315.789473684211
8688,other,2107.0,4.0,95.0,4.0,4508.780256288562
8689,other,1450.0,3.0,68.0,3.0,4689.6551724137935
8690,other,2431.0,3.0,100.0,3.0,4113.533525298231
8691,other,1155.0,2.0,56.0,2.0,4848.484848484848
8692,other,1450.0,2.0,62.63,2.0,4319.310344827586
8693,other,1900.0,3.0,205.0,3.0,10789.473684210527
8694,other,1365.0,3.0,60.0,2.0,4395.604395604396
8695,other,1402.0,2.0,85.0,3.0,6062.767475035664
8696,other,1550.0,3.0,75.0,3.0,4838.709677419355
8697,other,2100.0,3.0,240.0,3.0,11428.57142857143
8698,other,5000.0,4.0,290.0,4.0,5800.0
8699,other,2000.0,3.0,85.0,3.0,4250.0
8700,other,1100.0,2.0,45.0,2.0,4090.909090909091
8701,other,1200.0,3.0,140.0,3.0,11666.666666666666
8702,other,814.0,2.0,55.0,2.0,6756.756756756757
8703,other,1100.0,2.0,44.0,2.0,4000.0
8704,other,830.0,2.0,37.0,2.0,4457.831325301205
8705,other,1590.0,3.0,120.0,3.0,7547.169811320755
8706,other,3754.0,6.0,430.0,4.0,11454.448588172616
8707,other,1100.0,2.0,48.0,2.0,4363.636363636364
8708,other,1230.0,2.0,53.51,3.0,4350.40650406504
8709,other,1450.0,2.0,89.6,3.0,6179.310344827586
8710,other,1367.0,2.0,62.0,2.0,4535.479151426482
8711,other,1340.0,2.0,77.0,2.0,5746.268656716418
8712,other,1135.0,2.0,32.91,2.0,2899.5594713656383
8713,other,1745.0,3.0,77.0,3.0,4412.607449856733
8714,other,1665.0,3.0,105.0,3.0,6306.306306306306
8715,other,1220.0,2.0,48.79,2.0,3999.1803278688526
8716,other,2300.0,4.0,200.0,4.0,8695.652173913044
8717,other,1210.0,2.0,76.0,2.0,6280.99173553719
8718,other,1100.0,2.0,46.0,2.0,4181.818181818182
8719,other,1286.0,3.0,67.0,3.0,5209.9533437014
8720,other,1141.0,2.0,40.0,2.0,3505.6967572304998
8721,other,1140.0,2.0,45.0,2.0,3947.3684210526317
8722,other,1065.0,2.0,58.0,2.0,5446.0093896713615
8723,other,1082.0,2.0,42.0,3.0,3881.7005545286506
8724,other,1290.0,2.0,40.63,2.0,3149.6124031007757
8725,other,1636.0,3.0,97.0,3.0,5929.095354523228
8726,other,3600.0,4.0,450.0,4.0,12500.0
8727,other,1450.0,3.0,42.0,3.0,2896.551724137931
8728,other,1120.0,2.0,40.0,2.0,3571.4285714285716
8729,other,1200.0,3.0,72.0,3.0,6000.0
8730,other,1500.0,2.0,65.0,3.0,4333.333333333333
8731,other,3000.0,8.0,90.0,6.0,3000.0
8732,other,1100.0,2.0,47.0,2.0,4272.727272727273
8733,other,1000.0,1.0,75.0,2.0,7500.0
8734,other,1388.0,3.0,69.99,3.0,5042.50720461095
8735,other,1176.0,2.0,44.0,2.0,3741.496598639456
8736,other,1170.0,2.0,86.0,2.0,7350.427350427351
8737,other,4830.0,5.0,390.0,4.0,8074.534161490683
8738,other,850.0,2.0,75.0,2.0,8823.529411764706
8739,other,1103.0,2.0,55.0,2.0,4986.400725294651
8740,other,1600.0,3.0,64.0,3.0,4000.0
8741,other,1100.0,2.0,55.0,2.0,5000.0
8742,other,2065.0,3.0,130.0,3.0,6295.399515738499
8743,other,1150.0,2.0,125.0,2.0,10869.565217391304
8744,other,1250.0,2.0,59.0,2.0,4720.0
8745,other,1115.0,2.0,46.0,2.0,4125.5605381165915
8746,other,2550.0,4.0,290.0,3.0,11372.549019607843
8747,other,3080.0,2.0,285.0,4.0,9253.246753246753
8748,other,1130.0,2.0,52.0,2.0,4601.769911504425
8749,other,3400.0,6.0,420.0,4.0,12352.941176470587
8750,other,450.0,1.0,25.0,1.0,5555.555555555556
8751,other,1100.0,2.0,85.0,2.0,7727.272727272727
8752,other,966.0,2.0,49.0,2.0,5072.463768115942
8753,other,4400.0,4.0,350.0,5.0,7954.545454545455
8754,other,1550.0,2.0,79.0,3.0,5096.774193548387
8755,other,1540.0,2.0,70.0,3.0,4545.454545454545
8756,other,1036.0,2.0,110.0,2.0,10617.760617760618
8757,other,1070.0,2.0,38.9,2.0,3635.5140186915887
8758,other,1041.0,2.0,36.44,2.0,3500.480307396734
8759,other,1376.0,4.0,156.0,4.0,11337.209302325582
8760,other,1150.0,2.0,60.0,3.0,5217.391304347826
8761,other,1508.0,3.0,75.0,3.0,4973.474801061008
8762,other,1110.0,2.0,58.0,2.0,5225.225225225226
8763,other,1950.0,3.0,90.0,3.0,4615.384615384615
8764,other,1080.0,2.0,62.0,2.0,5740.740740740741
8765,other,999.0,2.0,43.66,2.0,4370.37037037037
8766,other,1180.0,2.0,40.0,2.0,3389.830508474576
8767,other,1127.0,2.0,55.0,2.0,4880.212954747116
8768,other,1475.0,2.0,200.0,3.0,13559.322033898305
8769,other,1200.0,3.0,96.25,3.0,8020.833333333333
8770,other,1250.0,2.0,65.0,3.0,5200.0
8771,other,2631.0,3.0,200.0,4.0,7601.672367920943
8772,other,830.0,2.0,60.0,2.0,7228.915662650603
8773,other,1500.0,2.0,88.0,2.0,5866.666666666667
8774,other,1518.0,3.0,76.0,3.0,5006.587615283267
8775,other,1495.0,2.0,75.0,3.0,5016.722408026756
8776,other,856.0,2.0,48.0,2.0,5607.476635514019
8777,other,1143.0,2.0,62.0,2.0,5424.321959755031
8778,other,1070.0,2.0,33.15,2.0,3098.1308411214955
8779,other,1117.0,2.0,110.0,2.0,9847.806624888093
8780,other,600.0,1.0,43.0,1.0,7166.666666666667
8781,other,7500.0,4.0,425.0,4.0,5666.666666666667
8782,other,925.0,2.0,48.0,2.0,5189.189189189189
8783,other,1100.0,2.0,52.0,2.0,4727.272727272727
8784,other,1200.0,3.0,70.0,3.0,5833.333333333333
8785,other,2675.0,4.0,290.0,4.0,10841.121495327103
8786,other,1016.0,2.0,45.9,2.0,4517.716535433071
8787,other,1800.0,3.0,88.0,3.0,4888.888888888889
8788,other,1062.0,2.0,47.0,2.0,4425.612052730697
8789,other,1477.0,2.0,80.0,3.0,5416.384563303995
8790,other,3500.0,5.0,450.0,4.0,12857.142857142857
8791,other,1793.0,3.0,98.0,3.0,5465.699944227552
8792,other,960.0,2.0,33.0,2.0,3437.5
8793,other,620.0,2.0,23.0,2.0,3709.6774193548385
8794,other,1400.0,3.0,35.0,3.0,2500.0
8795,other,1020.0,2.0,62.0,2.0,6078.431372549019
8796,other,3563.0,6.0,310.0,4.0,8700.533258490037
8797,other,1165.0,2.0,47.0,2.0,4034.3347639484978
8798,other,1100.0,2.0,43.5,2.0,3954.5454545454545
8799,other,3300.0,5.0,318.0,4.0,9636.363636363636
8800,other,1200.0,3.0,165.0,3.0,13750.0
8801,other,1440.0,4.0,88.0,4.0,6111.111111111111
8802,other,2250.0,3.0,113.0,3.0,5022.222222222223
8803,other,1250.0,3.0,43.0,3.0,3440.0
8804,other,1718.0,3.0,223.0,3.0,12980.209545983702
8805,other,1200.0,2.0,75.0,3.0,6250.0
8806,other,985.0,2.0,55.0,2.0,5583.756345177665
8807,other,1700.0,2.0,68.5,3.0,4029.4117647058824
8808,other,2000.0,4.0,99.0,5.0,4950.0
8809,other,1643.0,3.0,75.0,3.0,4564.820450395618
8810,other,1740.0,3.0,55.0,3.0,3160.919540229885
8811,other,1030.0,2.0,80.0,2.0,7766.9902912621355
8812,other,1852.0,2.0,95.0,3.0,5129.589632829374
8813,other,1150.0,2.0,69.0,2.0,6000.0
8814,other,2600.0,3.0,95.0,4.0,3653.846153846154
8815,other,1350.0,2.0,68.0,3.0,5037.037037037037
8816,other,1500.0,2.0,90.0,3.0,6000.0
8817,other,900.0,2.0,55.0,2.0,6111.111111111111
8818,other,850.0,2.0,35.0,2.0,4117.64705882353
8819,other,1250.0,2.0,60.0,2.0,4800.0
8820,other,970.0,2.0,35.0,2.0,3608.2474226804125
8821,other,1148.0,2.0,59.0,2.0,5139.3728222996515
8822,other,1750.0,2.0,225.0,4.0,12857.142857142857
8823,other,1350.0,3.0,60.0,3.0,4444.444444444444
8824,other,1100.0,2.0,78.0,2.0,7090.909090909091
8825,other,1180.0,2.0,74.0,2.0,6271.186440677966
8826,other,4510.0,4.0,200.0,3.0,4434.589800443459
8827,other,1540.0,3.0,85.0,3.0,5519.480519480519
8828,other,1033.0,2.0,31.5,3.0,3049.3707647628266
8829,other,1800.0,3.0,230.0,3.0,12777.777777777777
8830,other,1200.0,2.0,37.0,2.0,3083.3333333333335
8831,other,2000.0,3.0,120.0,3.0,6000.0
8832,other,2000.0,3.0,145.0,3.0,7250.0
8833,other,500.0,1.0,15.0,1.0,3000.0
8834,other,850.0,2.0,42.0,2.0,4941.176470588235
8835,other,1165.0,2.0,33.64,2.0,2887.5536480686696
8836,other,2230.0,4.0,130.0,4.0,5829.596412556054
8837,other,2200.0,5.0,100.0,4.0,4545.454545454545
8838,other,1519.0,3.0,67.23,3.0,4425.938117182357
8839,other,3160.0,4.0,206.0,4.0,6518.987341772152
8840,other,922.0,2.0,70.0,2.0,7592.190889370932
8841,other,850.0,2.0,72.0,2.0,8470.588235294117
8842,other,1200.0,1.0,65.0,2.0,5416.666666666667
8843,other,1442.0,3.0,56.24,3.0,3900.138696255201
8844,other,1233.0,2.0,100.0,2.0,8110.300081103001
8845,other,1840.0,3.0,85.0,3.0,4619.565217391304
8846,other,1100.0,2.0,57.0,2.0,5181.818181818182
8847,other,1040.0,2.0,46.79,2.0,4499.038461538462
8848,other,1200.0,2.0,53.0,2.0,4416.666666666667
8849,other,2050.0,3.0,100.0,4.0,4878.048780487805
8850,other,800.0,2.0,30.0,2.0,3750.0
8851,other,1125.0,2.0,36.0,2.0,3200.0
8852,other,1936.0,3.0,110.0,3.0,5681.818181818182
8853,other,1652.5,3.0,90.0,3.0,5446.293494704993
8854,other,2159.0,3.0,110.0,3.0,5094.951366373321
8855,other,1500.0,3.0,138.0,3.0,9200.0
8856,other,700.0,2.0,43.0,2.0,6142.857142857143
8857,other,1750.0,3.0,170.0,3.0,9714.285714285714
8858,other,1365.0,3.0,99.0,3.0,7252.747252747253
8859,other,1800.0,3.0,105.0,6.0,5833.333333333333
8860,other,850.0,2.0,35.0,2.0,4117.64705882353
8861,other,708.0,1.0,55.0,2.0,7768.3615819209035
8862,other,1680.0,3.0,135.0,3.0,8035.714285714285
8863,other,990.0,2.0,58.0,2.0,5858.585858585859
8864,other,1240.0,2.0,100.0,2.0,8064.5161290322585
8865,other,1810.0,3.0,118.0,3.0,6519.3370165745855
8866,other,2005.0,3.0,240.0,3.0,11970.074812967581
8867,other,1265.0,2.0,58.0,2.0,4584.98023715415
8868,other,1035.0,2.0,44.0,2.0,4251.207729468599
8869,other,1000.0,2.0,97.0,2.0,9700.0
8870,other,2800.0,4.0,100.0,6.0,3571.4285714285716
8871,other,3500.0,6.0,120.0,8.0,3428.5714285714284
8872,other,1430.0,3.0,78.65,3.0,5500.000000000001
8873,other,600.0,2.0,30.0,2.0,5000.0
8874,other,1200.0,2.0,45.0,1.0,3750.0
8875,other,1116.0,2.0,37.6,2.0,3369.1756272401435
8876,other,1090.0,2.0,45.0,2.0,4128.440366972477
8877,other,1260.0,4.0,65.0,4.0,5158.730158730159
8878,other,1000.0,2.0,36.0,2.0,3600.0
8879,other,840.0,1.0,75.0,1.0,8928.57142857143
8880,other,1760.0,2.0,116.0,3.0,6590.909090909091
8881,other,600.0,1.0,52.0,2.0,8666.666666666666
8882,other,1670.0,3.0,160.0,3.0,9580.838323353293
8883,other,1410.0,2.0,75.0,2.0,5319.148936170212
8884,other,2400.0,5.0,93.0,5.0,3875.0
8885,other,1200.0,2.0,75.6,3.0,6299.999999999999
8886,other,2400.0,5.0,285.0,5.0,11875.0
8887,other,2100.0,4.0,150.0,4.0,7142.857142857143
8888,other,1200.0,2.0,52.5,2.0,4375.0
8889,other,1539.0,3.0,60.0,3.0,3898.635477582846
8890,other,920.0,2.0,46.0,2.0,5000.0
8891,other,1550.0,4.0,120.0,4.0,7741.935483870968
8892,other,905.0,2.0,50.0,2.0,5524.861878453039
8893,other,1495.0,3.0,200.0,3.0,13377.926421404682
8894,other,1455.0,2.0,55.0,3.0,3780.0687285223366
8895,other,550.0,1.0,23.0,1.0,4181.818181818182
8896,other,4000.0,3.0,130.0,5.0,3250.0
8897,other,1060.0,2.0,53.0,2.0,5000.0
8898,other,1080.0,2.0,75.0,3.0,6944.444444444444
8899,other,1570.0,3.0,78.0,3.0,4968.152866242038
8900,other,1537.0,3.0,110.0,3.0,7156.79895901106
8901,other,1750.0,3.0,150.0,3.0,8571.42857142857
8902,other,2800.0,7.0,250.0,7.0,8928.57142857143
8903,other,1020.0,2.0,48.0,2.0,4705.882352941177
8904,other,1191.0,2.0,90.0,2.0,7556.675062972292
8905,other,865.0,2.0,35.11,2.0,4058.9595375722542
8906,other,2100.0,4.0,90.0,4.0,4285.714285714285
8907,other,2849.0,5.0,250.0,4.0,8775.008775008775
8908,other,1000.0,2.0,42.0,2.0,4200.0
8909,other,1225.0,2.0,47.0,2.0,3836.734693877551
8910,other,830.0,2.0,40.0,2.0,4819.277108433735
8911,other,1685.0,3.0,60.0,3.0,3560.8308605341244
8912,other,827.0,2.0,45.0,2.0,5441.354292623942
8913,other,1050.0,2.0,50.0,2.0,4761.9047619047615
8914,other,1060.0,2.0,49.27,2.0,4648.11320754717
8915,other,1261.0,2.0,61.0,2.0,4837.430610626487
8916,other,1100.0,2.0,46.0,2.0,4181.818181818182
8917,other,3400.0,4.0,190.0,4.0,5588.235294117647
8918,other,1180.0,2.0,56.0,2.0,4745.762711864407
8919,other,1205.0,2.0,70.0,2.0,5809.128630705394
8920,other,1250.0,2.0,58.0,2.0,4640.0
8921,other,1424.0,2.0,55.0,3.0,3862.3595505617977
8922,other,1250.0,3.0,55.0,3.0,4400.0
8923,other,2200.0,4.0,160.0,3.0,7272.727272727273
8924,other,1230.0,2.0,55.0,2.0,4471.544715447155
8925,other,1540.0,3.0,76.0,3.0,4935.064935064935
8926,other,1900.0,3.0,155.0,3.0,8157.894736842105
8927,other,1200.0,1.0,95.0,2.0,7916.666666666667
8928,other,1060.0,2.0,37.0,2.0,3490.566037735849
8929,other,1100.0,2.0,61.0,2.0,5545.454545454545
8930,other,1100.0,2.0,110.0,2.0,10000.0
8931,other,1942.0,3.0,155.0,3.0,7981.462409886714
8932,other,1200.0,4.0,80.0,3.0,6666.666666666667
8933,other,1400.0,2.0,60.0,2.0,4285.714285714285
8934,other,1330.0,2.0,64.0,2.0,4812.0300751879695
8935,other,1515.0,3.0,90.0,3.0,5940.59405940594
8936,other,1464.0,3.0,56.0,3.0,3825.136612021858
8937,other,1206.0,2.0,53.0,2.0,4394.69320066335
8938,other,1200.0,4.0,95.0,4.0,7916.666666666667
